V,A,D,text
0.4705882352941182,0.0,0.25619834710743783,"She tells me that the 3,666 people we helped find jobs in 1998 earned approximately $49 million dollars."
0.2941176470588238,-0.0769230769230771,0.09090909090909127,A few months ago you received a letter from me telling the success stories of people who got jobs with Goodwill's help.
0.27647058823529447,0.061538461538461764,0.3140495867768598,"In addition to that, by helping them find jobs, Goodwill reduced the state's Public Support tab by an estimated $4 million."
0.41176470588235325,-0.15384615384615374,0.33884297520661155,Your gift to Goodwill will help us do even more this year because your gift will be used to directly support our work.
0.05882352941176494,-0.42307692307692313,-0.14049586776859524,What kind of work does Goodwill do?
0.22941176470588265,-0.0769230769230771,0.00826446280991755,Goodwill finds jobs for people with mental and physical disabilities.
0.31176470588235317,0.14615384615384608,0.24793388429752072,"After Maureen's job coach taught her how to do her job in a restaurant, we helped Maureen step out of the shadow sometimes cast over people with physical and mental disabilities and find a fulfilling job smack dab in the middle of society."
0.41176470588235325,0.0769230769230771,0.17355371900826455,"Every time we help someone find a solution to their employment barrier, the positive effects radiate throughout our community:"
0.2941176470588238,0.0769230769230771,0.00826446280991755,"The business community welcomes not only another worker, but a consumer with increased purchasing power."
0.05882352941176494,-0.15384615384615374,0.17355371900826455,Parents act as role models of self-sufficiency instead of dependency.
0.12941176470588256,-0.0769230769230771,0.00826446280991755,Tax dollars that would have been spent on public assistance are saved.
-0.11764705882352922,-0.23076923076923084,0.33884297520661155,You and I know that solutions to difficult problems don't just happen.
0.5294117647058827,0.2307692307692304,0.25619834710743783,"At Goodwill, it is the hard work of staff and those who benefit from our services that produces the kind of inspiring results I see every day:"
0.05882352941176494,-0.36923076923076925,0.10743801652892593,A Goodwill staff member addresses a group of welfare recipients:
0.05882352941176494,-0.18461538461538485,0.24793388429752072,"""You can earn the money to support yourself and your family,"" she says."
0.11764705882352966,0.0,0.09090909090909127,"November 15, 1996"
0.05882352941176494,0.0,0.17355371900826455,"""You can get off welfare."
0.12941176470588256,-0.0769230769230771,0.3140495867768598,I know you can...
0.11764705882352966,0.0,0.17355371900826455,"I did."""
0.05882352941176494,-0.18461538461538485,0.12396694214876058,A participant in a Goodwill program rushes back from a job interview to share the results with his classmates in our desktop publishing training program.
-0.0470588235294116,-0.2846153846153845,0.23140495867768607,His job objectives call for him to do it in 30.
0.3294117647058825,0.3461538461538458,0.1570247933884299,"once his tears have subsided, he confirms what his classmates have already figured out: he just received a job offer -- his first in five years."
0.21764705882352975,-0.007692307692307665,0.1570247933884299,"Addressing a meeting at a neighborhood center, a Goodwill staff member tells the audience how Goodwill can help them find and keep jobs."
0.11176470588235321,-0.14615384615384608,0.00826446280991755,At the next corner he tells five more.
0.12352941176470611,-0.1615384615384614,0.00826446280991755,"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division."
-0.0235294117647058,0.14615384615384608,0.24793388429752072,He has no time to waste.
-0.16470588235294104,-0.16923076923076952,-0.09090909090909083,It takes a long time for him to gain the self-confidence to work elsewhere in the community.
0.12352941176470611,-0.0769230769230771,0.1900826446280992,"Eventually, he turns your support into a payoff for all of us."
0.35294117647058876,0.053846153846153655,0.28099173553719003,He proudly leaves Goodwill to support himself.
0.20588235294117663,0.01538461538461533,0.4214876033057853,These people and their successes are real.
0.05882352941176494,-0.0769230769230771,0.17355371900826455,Neither do we.
0.05882352941176494,-0.23076923076923084,0.09090909090909127,Just like the respect we've earned from U.S. News & World Report.
0.2941176470588238,0.0,0.33884297520661155,"With the help of friends like you, Goodwill has continued to adapt our services to meet the human needs of our changing society."
0.05882352941176494,0.0,0.17355371900826455,Real work.
0.05882352941176494,-0.3846153846153846,0.09090909090909127,Real results.
0.11764705882352966,0.0769230769230771,0.09090909090909127,A real difference in people's lives -- in all of our lives.
0.12941176470588256,0.11538461538461542,0.3223140495867769,The people who can benefit most directly from your generosity have no time to waste.
0.38823529411764746,0.007692307692307665,0.09917355371900838,Neither do the rest of us who feel the positive results of their success.
0.2941176470588238,-0.15384615384615374,0.00826446280991755,Your support helps provide real solutions.
0.05882352941176494,-0.0769230769230771,0.00826446280991755,Please use the enclosed response card and envelope to give generously to Goodwill today.
0.11764705882352966,-0.15384615384615374,0.00826446280991755,"Sincerely,"
0.05882352941176494,-0.26923076923076916,0.00826446280991755,Jack Dustman Board Member and Former Chairman
0.22941176470588265,0.14615384615384608,0.4793388429752068,We don't waste time as we are helping the community.
0.11764705882352966,-0.0769230769230771,0.4214876033057853,And we don't waste money.
0.17647058823529438,-0.0769230769230771,-0.07438016528925617,"The gift that I am asking you to make will be used to continue our mission of helping people prepare for, find and keep jobs."
0.3941176470588239,0.25384615384615383,0.24793388429752072,"In their December, 1995 review of the nation's best charities, U.S. News & World Report called Goodwill one of the five ""Standout Good Guys."""
0.2941176470588238,0.0,0.33884297520661155,"In the short while since Goodwill helped him find his job, Robert has learned to thoroughly clean a motel room in about 40 minutes."
0.2941176470588238,0.0,0.25619834710743783,"The magazine stated that Goodwill (as well as the other standouts) is ""uniquely effective, innovative or valuable."""
2.220446049250313e-16,0.15384615384615374,0.09090909090909127,"While I appreciate U.S. News & World Report's endorsement, the true value of your support is measured by the way Goodwill takes on problems that affect all of us."
2.220446049250313e-16,0.0,0.09090909090909127,And there are a lot of people who face these challenges every day of their lives.
0.14117647058823568,-0.0769230769230771,0.24793388429752072,So our work must continue.
0.35294117647058876,-0.15384615384615374,0.09090909090909127,Everyone benefits from the work we do together.
2.220446049250313e-16,0.0,0.09090909090909127,Many people need our help.
0.05882352941176494,-0.0769230769230771,0.00826446280991755,Please continue our important partnership.
0.14117647058823568,-0.0769230769230771,0.24793388429752072,Support Goodwill with a generous donation today.
0.05882352941176494,-0.6153846153846154,-0.1570247933884299,"Sincerely,"
0.05882352941176494,-0.26923076923076916,0.10743801652892593,James M. McClelland President
0.4705882352941182,0.0,0.33884297520661155,We've helped people break free of the welfare cycle.
0.2823529411764709,0.11538461538461542,0.3223140495867769,We've found ways for people with disabilities to enter the workforce.
0.05882352941176494,-0.3076923076923075,-0.07438016528925617,"December 10, 1996"
0.2941176470588238,0.0,0.09090909090909127,We've expanded Goodwill's proven methods to towns and neighborhoods where they are needed most.
0.11764705882352966,0.0,0.09090909090909127,"Of course, we've played different roles."
0.41176470588235325,-0.15384615384615374,0.09090909090909127,You have helped make Goodwill's work possible with your previous support.
0.05882352941176494,-0.0769230769230771,0.00826446280991755,Dear Mailhouse donor reminder:
0.17647058823529438,-0.23076923076923084,0.00826446280991755,Goodwill has devised the programs that turned your investment into results.
0.05882352941176494,0.2307692307692304,0.09090909090909127,Who has benefited from our partnership?
2.220446049250313e-16,0.0,0.09090909090909127,Everyone has.
0.41176470588235325,-0.0769230769230771,0.4214876033057853,"When you and I help somebody find a job, one more person joins the ranks of tax payers, fewer tax dollars are spent on public assistance and businesses gain another consumer."
0.41176470588235325,0.0,0.09090909090909127,You and I have done some important work together.
-0.13529411764705856,-0.1615384615384614,0.09917355371900838,"There are a lot of barriers that keep people from working: physical and mental disabilities, history of welfare dependency and lack of education or self-esteem."
0.5176470588235298,0.17692307692307674,0.28099173553719003,"At last, he has found success in a job that he loves."
0.11764705882352966,0.0,0.09090909090909127,Now his goals are set on moving up in the company.
0.12941176470588256,0.11538461538461542,0.10743801652892593,"Every year, thousands of people come to Goodwill."
-0.0235294117647058,0.14615384615384608,0.12396694214876058,"Like Michael, they share two common characteristics."
0.05882352941176494,-0.3076923076923075,0.00826446280991755,They face some barrier to employment and they want to work.
0.2823529411764709,0.3076923076923075,0.5289256198347108,"With support from people like you, they can overcome their barriers and earn success and the self-sufficiency that comes with it."
0.2823529411764709,-0.0769230769230771,0.10743801652892593,And then the pay-off begins for the entire community.
0.2941176470588238,0.0,0.00826446280991755,"Last year, participants in Goodwill programs earned --and paid taxes on -- wages of nearly $3.5 million."
0.2352941176470591,0.15384615384615374,0.09090909090909127,Michael Sims felt that way at age 39 -- the day he earned a job.
0.4705882352941182,-0.15384615384615374,0.25619834710743783,Their successes at work also saved taxpayers more than three-quarters of a million dollars in public assistance.
0.05882352941176494,-0.6923076923076921,-0.1570247933884299,"November 15, 1994"
0.05882352941176494,-0.5538461538461539,0.3223140495867769,"The savings are counted in more ways than dollars and cents, however."
0.17647058823529438,-0.15384615384615374,0.00826446280991755,"The families of the new wage earners may feel the accomplishment in terms of a house to live in, money to purchase food -- without food stamps -- and the beginning of a family focused on success, not hopelessness."
0.05882352941176494,0.15384615384615374,0.09090909090909127,Won't you help make all of these successes possible?
-0.0588235294117645,-0.23076923076923084,0.25619834710743783,Please send the largest contribution you can comfortably make.
0.41176470588235325,0.0769230769230771,0.09090909090909127,Your gift will help give new meaning to the word success -- for people who have seldom had reason to use the word.
-0.4470588235294115,0.03076923076923066,-0.10743801652892548,Michael was born with cerebral palsy.
0.20588235294117663,-0.0769230769230771,0.00826446280991755,"Sincerely,"
0.05882352941176494,-0.0769230769230771,0.00826446280991755,James M. McClelland President
0.05882352941176494,-0.15384615384615374,0.00826446280991755,P.S.
0.43529411764705905,0.20769230769230784,0.3801652892561984,Your gift will make a difference.
0.41176470588235325,0.0769230769230771,0.17355371900826455,"For every dollar of public support Goodwill received last year, we returned $1.59 to the community in the form of earned wages and reduced public assistance payments."
0.2352941176470591,0.0769230769230771,0.00826446280991755,"Upon entering the work force, he discovered few job opportunities that seemed to match his abilities."
0.05882352941176494,-0.23076923076923084,0.09090909090909127,For several years he performed packaging and clerical work.
0.05882352941176494,-0.0769230769230771,0.00826446280991755,"Dear ,"
-0.30588235294117627,-0.0769230769230771,-0.09090909090909083,His most recent job lasted only a year before cut-backs eliminated his position.
-0.3999999999999997,0.007692307692307665,-0.08264462809917328,For 18 long months Michael could not find a job.
0.3176470588235296,-0.0769230769230771,0.28099173553719003,Think of your greatest accomplishments.
-0.11764705882352922,0.0,0.09090909090909127,He resorted to public assistance dollars to survive.
0.11764705882352966,0.0,0.00826446280991755,"Finally, Michael called Goodwill."
0.41176470588235325,0.0,0.09090909090909127,"At Goodwill, Michael's counselors felt that his personable demeanor could be a major attribute and identified for him a possible job-match where his people skills could shine."
0.41176470588235325,-0.0769230769230771,0.17355371900826455,"After three interviews, Michael proved that he was the right person for the job."
0.6470588235294121,0.3846153846153846,0.17355371900826455,Think of the joy and success they bring to you and your loved ones.
0.11764705882352966,-0.3076923076923075,0.00826446280991755,"As the Clubhouse Monitor at Bent Tree Apartments, he now provides customer service for 50 to 60 tenants each night."
-0.17647058823529393,-0.0769230769230771,-0.1570247933884299,Their complaint: the system discourages working because unemployment provides benefits that many entry-level jobs don't include.
0.05882352941176494,-0.23076923076923084,-0.07438016528925617,Some of the strongest critics of our welfare system are the people who have become dependent on it.
0.11764705882352966,-0.0769230769230771,0.25619834710743783,That's where you --and Goodwill --come in.
0.20588235294117663,-0.17692307692307674,-0.09917355371900793,We help people train for and find jobs that make it possible for them to get off of welfare.
0.5294117647058827,0.15384615384615374,0.17355371900826455,"Last year, Goodwill placed 511 people in jobs, more than double the number we placed in 1993."
-0.11764705882352922,0.0,-0.07438016528925617,"While the debate on welfare reform is gathering like a storm at sea, the people who need jobs are floundering."
0.11764705882352966,-0.23076923076923084,0.09090909090909127,We need your support to continue getting people off of public assistance.
2.220446049250313e-16,-0.0769230769230771,0.00826446280991755,Welfare is not the answer.
-0.0588235294117645,-0.0769230769230771,-0.1570247933884299,And welfare reform is an uncertain solution with an unknown starting date.
0.5705882352941178,0.11538461538461542,0.4214876033057853,Goodwill works.
-0.0235294117647058,-0.0769230769230771,0.36363636363636376,Right now.
0.17647058823529438,-0.0769230769230771,0.00826446280991755,Please give the largest gift you can to Goodwill today.
0.05882352941176494,-0.23076923076923084,0.00826446280991755,"Sincerely, Jack Dustman Chairman"
-0.3529411764705881,-0.0769230769230771,-0.1570247933884299,"With unemployment at its lowest point in years in central Indiana, many people still have a hard time finding meaningful employment."
2.220446049250313e-16,-0.15384615384615374,0.00826446280991755,"Some, like Jerry, are ex-offenders."
-0.1941176470588235,-0.0769230769230771,0.00826446280991755,"Some are blind, deaf or have other physical disabilities."
-0.4117647058823528,-0.0769230769230771,-0.23966942148760317,More than 100 were homeless.
0.2941176470588238,0.15384615384615374,0.17355371900826455,"But Goodwill offers hope even to people with numerous obstacles to overcome, like Jerry."
0.35294117647058876,0.0,0.33884297520661155,"With a promising new job at a plastic injection molding manufacturer, his legal troubles in check and a safe place to live, Jerry can get on with the business of building a life for himself and contributing to his community."
0.05882352941176494,-0.15384615384615374,0.09090909090909127,"March 17, 2000"
0.05882352941176494,-0.23076923076923084,-0.07438016528925617,"For as long as he needs it, Goodwill will continue to help."
-0.11764705882352922,0.0,-0.07438016528925617,"He knew he had made a bad mistake, but despite his commitment to rebuilding his life, he just didn't count on the obstacles that would be thrown up in his path."
0.35294117647058876,-0.23076923076923084,0.09090909090909127,Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.
0.31176470588235317,-0.4076923076923078,-0.10743801652892548,"And, with your assistance, Goodwill can help employers develop resources to keep workers on the job."
0.22941176470588265,-0.18461538461538485,0.24793388429752072,Please make an investment in the stability of our community by sending a gift to Goodwill.
0.38823529411764746,0.17692307692307674,0.00826446280991755,Your generosity will help people help themselves.
0.1882352941176475,0.007692307692307665,0.09917355371900838,"Sincerely,"
0.05882352941176494,-0.3076923076923075,0.00826446280991755,James M. McClelland President
-0.5294117647058822,0.3076923076923075,-0.5041322314049588,Reality hit when he was unable to reconcile with his wife and ended up on the street.
0.05882352941176494,-0.46153846153846145,0.09090909090909127,"Name Address City, ST, Zip"
0.05882352941176494,-0.0769230769230771,0.00826446280991755,He went to the Center Township Trustee for food stamps until he could find a job and a place to live.
0.17647058823529438,-0.0769230769230771,0.00826446280991755,The Trustee referred him to the Blue Triangle where he consulted Goodwill's Career Academy staff for job search assistance.
0.05882352941176494,-0.3846153846153846,0.09090909090909127,Dear Name:
0.2352941176470591,-0.0769230769230771,0.00826446280991755,Jerry's Goodwill caseworker found him a job immediately.
-0.23529411764705865,0.11538461538461542,0.00826446280991755,But Jerry's troubles didn't end there.
-0.005882352941176228,-0.0769230769230771,0.00826446280991755,"The seasonal construction job he obtained soon ended, and he returned to Career Academy for help once more."
0.05882352941176494,-0.4076923076923078,0.4793388429752068,"When Jerry was released from prison, he knew it would take hard work and determination to straighten out his life."
-0.4117647058823528,-0.0769230769230771,-0.5702479338842976,"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support."
0.05882352941176494,-0.0769230769230771,0.09090909090909127,"Such fund are often used for college tuition, vocational training or a deposit on an apartment."
-0.35882352941176454,0.14615384615384608,-0.23140495867768607,"Without private donor support, this Fund doesn't exist."
0.12941176470588256,-0.16923076923076952,-0.1983471074380163,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.
0.1882352941176475,-0.0769230769230771,0.00826446280991755,"Sincerely,"
2.220446049250313e-16,-0.15384615384615374,0.09090909090909127,Mary Roth Executive Director
0.05882352941176494,-0.1615384615384614,0.00826446280991755,The young adults who leave Pleasant Run have those same feelings.
0.05882352941176494,-0.26923076923076916,0.00826446280991755,"June 21, 1999"
-0.23529411764705865,-0.15384615384615374,-0.07438016528925617,Very few have family support to get them started.
-0.16470588235294104,-0.16923076923076952,-0.4049586776859502,"Many need furniture, linens and other basic necessities to begin lives on their own."
0.05882352941176494,-0.15384615384615374,0.09090909090909127,"Name Address City, ST Zip"
0.17647058823529438,-0.0769230769230771,0.25619834710743783,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs."
0.17647058823529438,0.0,0.00826446280991755,Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:
0.1882352941176475,-0.1615384615384614,0.00826446280991755,"Dear ,"
0.05882352941176494,-0.16923076923076952,0.00826446280991755,1. Release by the courts
0.35294117647058876,0.0,0.4214876033057853,2. Successful completion of all life skills tests
0.11764705882352966,0.2307692307692304,0.17355371900826455,Do you remember the combination of elation and apprehension you felt when you first left home?
-0.011764705882352677,-0.16923076923076952,0.2148760330578514,3. Positive termination of his or her Pleasant Run program
0.22941176470588265,-0.2999999999999998,0.24793388429752072,4. Possession of a high school diploma or GED
0.05882352941176494,0.0,0.17355371900826455,"Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds."
0.05882352941176494,-0.0769230769230771,0.00826446280991755,Then the task was to help children who lost parents in the Civil War.
-0.17647058823529393,0.0,-0.07438016528925617,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse."
0.2352941176470591,-0.0769230769230771,0.09090909090909127,"Some come from families where, through therapy, there is hope for reunification."
0.17647058823529438,-0.0769230769230771,0.00826446280991755,"For others, ""families"" are the counselors are housemates at the group homes where they live."
-0.3176470588235294,0.19999999999999973,-0.28925619834710714,The biggest tragedy is that the problems don't go away; they only grow.
-0.0588235294117645,-0.0769230769230771,0.00826446280991755,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents."
0.35294117647058876,-0.0769230769230771,0.2148760330578514,In 1995 we will serve over 850 children and 340 families.
0.05882352941176494,-0.15384615384615374,0.00826446280991755,"In 1996, these figures will triple."
0.4294117647058826,-0.2153846153846155,0.23140495867768607,"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society."
0.35294117647058876,-0.0769230769230771,0.3223140495867769,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence."
0.05882352941176494,-0.41538461538461524,-0.08264462809917328,"November 27, 1995"
0.2352941176470591,0.0,0.00826446280991755,"Often it is a long, hard struggle, but the results are well worth it."
-0.11764705882352922,0.0,-0.07438016528925617,"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support."
-0.11176470588235277,0.25384615384615383,0.12396694214876058,"The Funding sources are shrinking, but the needs grow explosively."
0.17647058823529438,0.3846153846153846,0.09090909090909127,"Please ""help good kids get better"" by sending us a contribution today."
0.17647058823529438,-0.0769230769230771,0.09090909090909127,Your gift will give children and families hope for improved tomorrows.
0.05882352941176494,-0.26923076923076916,0.10743801652892593,"Sincerely,"
0.05882352941176494,-0.3076923076923075,-0.07438016528925617,Mary Roth
-0.47058823529411753,0.0,-0.23966942148760317,"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad."
-0.2941176470588234,0.0,0.09090909090909127,"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood."
0.05882352941176494,-0.2999999999999998,0.36363636363636376,Dear Friend:
0.42352941176470615,0.592307692307692,0.00826446280991755,Real people!
2.220446049250313e-16,-0.15384615384615374,0.00826446280991755,There are thousands more.
-0.588235294117647,0.15384615384615374,-0.07438016528925617,"Families are being torn apart, and too often, children are the victims."
0.11764705882352966,-0.23076923076923084,0.09090909090909127,What kind of people benefit by your contribution to Pleasant Run Children's Homes?
-0.35882352941176454,0.14615384615384608,-0.10743801652892548,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;"
-0.23529411764705865,-0.15384615384615374,-0.1570247933884299,"Alice, sent to a group home to get help because of severe behavior disorders;"
0.25294117647058845,-0.0769230769230771,-0.17355371900826455,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again."
0.11764705882352966,0.0769230769230771,0.33884297520661155,Pleasant Run Children's Homes began serving children nearly 130 years ago.
-0.11764705882352922,0.0,-0.23966942148760317,"For some, it's a matter of weeks or months;"
-0.07058823529411762,-0.3307692307692309,-0.08264462809917328,"for others, it's years."
0.2941176470588238,-0.0769230769230771,0.25619834710743783,"They leave Pleasant Run, generally, ready and able to contribute to society."
0.6470588235294121,0.3076923076923075,0.5867768595041323,We're proud of our children and all that they overcome.
0.17647058823529438,-0.23076923076923084,0.17355371900826455,"We are a not-for-profit, multi-service agency."
0.05882352941176494,-0.1615384615384614,0.09917355371900838,We wouldn't exist if the need weren't there.
0.11764705882352966,0.0769230769230771,0.00826446280991755,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.
0.31176470588235317,0.14615384615384608,0.00826446280991755,Please help us help them.
0.2941176470588238,-0.23076923076923084,0.17355371900826455,"Pleasant Run Children's Homes... ""where good kids get better."""
0.17647058823529438,-0.3076923076923075,0.00826446280991755,"Sincerely,"
0.05882352941176494,-0.3076923076923075,0.00826446280991755,Mary Roth Tom Hirschauer
0.05882352941176494,-0.5384615384615385,-0.1570247933884299,"June 26, 1995"
0.12352941176470611,-0.1615384615384614,0.00826446280991755,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need."
0.3941176470588239,-0.0769230769230771,0.12396694214876058,"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help."
0.3176470588235296,0.007692307692307665,-0.17355371900826455,Dear Friend:
-0.2764705882352938,0.14615384615384608,-0.3471074380165291,"We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children."
-0.0588235294117645,-0.15384615384615374,0.25619834710743783,This is not newsletter.
0.05882352941176494,-0.5538461538461539,0.00826446280991755,Yet few of us hear enough about kids who live through these adversities and do make the grade.
0.4705882352941182,0.15384615384615374,0.17355371900826455,The positive side.
0.2941176470588238,-0.15384615384615374,-0.07438016528925617,These are special children.
0.05882352941176494,-0.1615384615384614,0.00826446280991755,It is a fund-raising appeal.
2.220446049250313e-16,-0.23076923076923084,0.00826446280991755,They come into a Pleasant Run program...
-0.011764705882352677,-0.0769230769230771,-0.1983471074380163,"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes."
0.3176470588235296,0.17692307692307674,0.37190082644628086,Your contribution will make a difference in a child's life.
0.2352941176470591,0.0,0.00826446280991755,It may help a family stay together.
0.5176470588235298,0.2615384615384615,0.47107438016528924,It can certainly make happy holiday memories.
0.382352941176471,-0.14615384615384608,0.23140495867768607,A gift to Pleasant Run means the children in our care will have presents to open.
0.25294117647058845,-0.1615384615384614,0.00826446280991755,"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on."
0.35294117647058876,0.15384615384615374,0.17355371900826455,Your gift will go beyond the holiday season.
0.22941176470588265,-0.18461538461538485,0.00826446280991755,"It can help purchase clothing, school supplies, books and educational tools throughout the year."
0.20588235294117663,0.01538461538461533,0.2148760330578514,Please take a few minutes to mail a donation to Pleasant run.
0.2941176470588238,-0.15384615384615374,0.00826446280991755,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.
0.8235294117647061,0.3846153846153846,-0.07438016528925617,We wish you and your family a new year full of joy and love.
0.12941176470588256,-0.0769230769230771,0.10743801652892593,"Sincerely,"
0.05882352941176494,0.03076923076923066,0.00826446280991755,Dear Friends of Pleasant Run:
0.05882352941176494,-0.3846153846153846,0.00826446280991755,Mary Roth Executive Director
0.6470588235294121,0.25384615384615383,0.24793388429752072,This is the time of year when we give thanks for the warmth and love that surrounds us.
-0.11764705882352922,-0.15384615384615374,-0.1570247933884299,And this time of year is an occasion to remember those not as fortunate as we are.
0.17647058823529438,0.0,0.09090909090909127,Pleasant Run cares for at-risk children and families.
0.05882352941176494,-0.36923076923076925,0.11570247933884303,"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center."
0.2352941176470591,-0.0769230769230771,0.09090909090909127,"The holiday season is the time of year when we're all busy buying gifts, baking goodies, decorating our homes and making arrangements to be with family and friends."
-0.33529411764705874,0.007692307692307665,0.09917355371900838,Many of the children are victims of abuse or live in unstable homes.
0.12941176470588256,-0.0769230769230771,0.00826446280991755,"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for."
-0.45882352941176463,0.11538461538461542,-0.1983471074380163,Many of the children have no homes; no memories of joy from past holidays.
-0.2941176470588234,-0.0769230769230771,-0.1570247933884299,"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible."
0.05882352941176494,-0.16923076923076952,0.00826446280991755,"If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222."
0.05882352941176494,-0.0769230769230771,0.12396694214876058,We would like to have families matched with sponsors non later than xxxx.
0.5176470588235298,0.09230769230769242,0.37190082644628086,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.
0.17647058823529438,-0.23076923076923084,0.09090909090909127,"Sincerely,"
0.11764705882352966,0.15384615384615374,0.25619834710743783,It's hard to believe that the holiday season is only two months away.
0.11764705882352966,-0.15384615384615374,0.00826446280991755,"Every year we seek companies, organizations and individuals to sponsor one or more of our families."
0.11764705882352966,-0.15384615384615374,0.09090909090909127,These families are participants in our community-based programs.
0.2941176470588238,-0.0769230769230771,0.25619834710743783,These programs focus on keeping the family together by providing counseling and other services to the entire family.
-0.23529411764705865,-0.23076923076923084,0.00826446280991755,"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc."
0.11764705882352966,0.0,0.25619834710743783,We meet these needs immediately.
-0.38235294117647056,-0.16923076923076952,0.00826446280991755,"But, the holiday season is a particularly difficult time for these families."
-0.2705882352941176,-0.24615384615384617,-0.17355371900826455,They do not have the resources necessary to purchase gifts or food for a holiday meal.
